# Postprocessed results of turbulent pipe flow 
# Velocity fluctuations 
# ------------------------------------------------------------------
# uTau = 0.0241079 
# nu = 1.20482e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 urur	 utut	 uzuz	 urut	 uruz	 utuz	 
# ------------------------------------------------------------------
0.996055776196952	0.00394422380304804	7.89570834631242	0.0851705989073111	1.14642632446669	6.39912499760840	-1.22085800000000e-06	-0.301110699423521	-0.000533955226924969
0.995801054086013	0.00419894591398695	8.40562147441039	0.0986759697101994	1.21090130527142	6.75673644489618	-3.05804900000000e-06	-0.334307062056853	-0.000614776899907070
0.995538612346054	0.00446138765394599	8.93098807125867	0.113395917016770	1.27449703512637	7.08263095563607	-5.74480300000000e-06	-0.367728000521805	-0.000701074887886154
0.995268456045154	0.00473154395484599	9.47179799136933	0.129327370037547	1.33707017212452	7.37468213427712	-9.88777200000000e-06	-0.401037155545730	-0.000792443343226107
0.994990590369711	0.00500940963028895	10.0280408523990	0.146456266002957	1.39847920818119	7.63174553284979	-9.50897200000000e-06	-0.433927839725018	-0.000888436712584434
0.994705020624303	0.00529497937569701	10.5997060354270	0.164757536953202	1.45858410505638	7.85355740517943	-1.09995100000000e-05	-0.466129847394163	-0.000988560948962538
0.994411752231539	0.00558824776846101	11.1867826852527	0.184195274905028	1.51724727845824	8.04060897396567	-9.20359900000000e-06	-0.497413554056069	-0.00109225769881935
0.994110790731916	0.00588920926808401	11.7892597106831	0.204723094808514	1.57433554921486	8.19400977972661	-1.30962300000000e-05	-0.527591527389757	-0.00119888054502728
0.993802141783668	0.00619785821633201	12.4071257848341	0.226284703891960	1.62972264818147	8.31535118329508	-1.67392600000000e-05	-0.556518013400461	-0.00130766980167313
0.993485811162616	0.00651418883738397	13.0403693454312	0.248814673079494	1.68329188813771	8.40657816281222	-1.80347600000000e-05	-0.584086742462245	-0.00141774208737348
0.993161804762017	0.00683819523798301	13.6889785951121	0.272239392812698	1.73493868301601	8.46987467310449	-1.72406300000000e-05	-0.610227523438483	-0.00152810938841443
0.992830128592411	0.00716987140758896	14.3529415017319	0.296478183388108	1.78457267947630	8.50756534490790	-1.76556900000000e-05	-0.634902070358178	-0.00163772490516135
