# Postprocessed results of turbulent pipe flow 
# Reynolds stress transporation term: k 
# ------------------------------------------------------------------
# uTau = 0.0264811 
# nu = 2.65252e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 production	 Turbulent_Transport	 Viscous_Transport	  Pressure_Strain	 Pressure_Transport	 Viscous_Dissipation	 
# ------------------------------------------------------------------
1	0	0	0	3.00101299755964e-10	7.91651610817044e-06	1.51070700252699e-19	0.000127907580539045	-6.16814001510581e-33
0.999902976248952	9.70237510480310e-05	0.0968905967998106	0	-3.18992084867877e-10	3.82757502236394e-05	-0.00426015350313963	0.00418290794197188	-1.09623566562422e-05
0.999775539161755	0.000224460838245011	0.224152790845806	0	-5.96042714278134e-09	0.000105464643543543	-0.00937535841924374	0.00923992108011826	-5.53686231956950e-05
0.999617704438640	0.000382295561360047	0.381770903453905	0	-4.99145145838584e-08	0.000247987500783141	-0.0150077020136699	0.0147910107252215	-0.000149625265968300
0.999429489613958	0.000570510386041945	0.569727424336849	0	-2.60630220547337e-07	0.000473951256042528	-0.0207980686342047	0.0204785417417580	-0.000306595304693914
0.999210914053114	0.000789085946885981	0.788003014666767	0	-9.89050774831038e-07	0.000787137641182859	-0.0263966132436933	0.0259591567847915	-0.000533358447552857
0.998961998949404	0.00103800105059604	1.03657651023297	0	-2.96768973919391e-06	0.00117953301732643	-0.0314917770740329	0.0309329203186029	-0.000830171004163515
0.998682767320731	0.00131723267926898	1.31542492472182	0	-7.40607678983503e-06	0.00163200262579500	-0.0358334965042103	0.0351659829915851	-0.00119073489398531
0.998373244006220	0.00162675599378004	1.62452345309747	0	-1.58633982344861e-05	0.00211694480066293	-0.0392485560823995	0.0385042112112552	-0.00160369718374607
0.998033455662722	0.00196654433727805	1.96384547509231	0	-2.97261735031796e-05	0.00260228281455865	-0.0416460809292605	0.0408763119375170	-0.00205499171501757
0.997663430761219	0.00233656923878101	2.33336255879756	0	-4.91950801237043e-05	0.00305592987728486	-0.0430131819735858	0.0422867426811846	-0.00253056188666866
0.997263199583111	0.00273680041688895	2.73304446437110	0	-7.18566228875557e-05	0.00344984323406702	-0.0434023442561392	0.0428003915116006	-0.00301894470809350
